,Title,sadness,anticipation,Fun,Love
15243,wunna,2.0,2.0,0.0,0.0
15256,sugar wraith,4.0,5.0,0.0,0.0
15275,lean on,0.0,1.0,0.0,1.0
15320,lay your head on me,1.0,1.0,0.0,0.0
15334,this is me,4.0,2.0,0.0,0.0
15413,these days,4.0,6.0,0.0,0.0
15445,grinding all my life,5.0,2.0,0.0,0.0
15450,better to lie,1.0,6.0,0.0,0.0
15470,tootimetootimetootime,0.0,1.0,0.0,0.0
15568,if you know you know,3.0,3.0,0.0,0.0
15616,redemption,1.0,1.0,0.0,0.0
15622,scared of the dark,3.0,5.0,0.0,0.0
15631,bop,5.0,9.0,0.0,0.0
15654,flames,1.0,0.0,0.0,0.0
15704,body like a back road,2.0,1.0,0.0,0.0
15744,anyway,3.0,3.0,0.0,0.0
15763,stupid again,3.0,4.0,0.0,0.0
15774,gold,1.0,1.0,0.0,0.0
15807,this girl,1.0,2.0,0.0,1.0
15838,5 in the morning,0.0,2.0,1.0,0.0
15851,love on the weekend,3.0,2.0,0.0,1.0
15866,mountains,2.0,4.0,0.0,0.0
15886,i might need security,1.0,9.0,1.0,0.0
15894,easy,0.0,1.0,0.0,0.0
15969,zoom,1.0,2.0,0.0,1.0
16010,what if i told you that i love you,1.0,2.0,0.0,0.0
16033,supalonely,4.0,1.0,0.0,0.0
16068,ciao adios,4.0,5.0,0.0,0.0
16092,no new friends,1.0,1.0,0.0,0.0
16110,hate the other side,10.0,2.0,0.0,0.0
16192,mean it,5.0,2.0,0.0,0.0
16237,flux,6.0,4.0,0.0,0.0
16261,you should be sad,2.0,3.0,0.0,0.0
16290,thursday,4.0,2.0,0.0,0.0
16312,bad business,6.0,5.0,0.0,0.0
16322,shake it off,2.0,2.0,0.0,0.0
16343,dear boy,1.0,2.0,0.0,1.0
16360,crying in the club,5.0,1.0,0.0,1.0
16406,jump out the window,1.0,2.0,0.0,0.0
16464,raising hell,6.0,2.0,0.0,0.0
16466,just like magic,1.0,3.0,0.0,0.0
16521,the box,1.0,1.0,0.0,0.0
16599,you got it,0.0,4.0,0.0,0.0
16625,tunnel vision,0.0,3.0,0.0,1.0
16638,hey hey hey,1.0,0.0,0.0,0.0
16679,summer days,2.0,8.0,0.0,0.0
16723,running out of time,6.0,5.0,0.0,0.0
16768,on the road,3.0,4.0,0.0,0.0
16778,cant love,3.0,4.0,0.0,1.0
16831,sugar,4.0,1.0,0.0,0.0
16874,skrt on me,4.0,4.0,0.0,0.0
16929,phases,6.0,5.0,0.0,1.0
16935,make you feel my love,2.0,2.0,0.0,0.0
16958,comin out strong,4.0,6.0,0.0,0.0
16977,higher,1.0,1.0,0.0,0.0
17014,reply,5.0,6.0,0.0,0.0
17027,feigning,5.0,5.0,0.0,0.0
17032,dummy,2.0,3.0,0.0,0.0
17102,alfred - interlude,1.0,1.0,0.0,0.0
17218,stepping stone,12.0,11.0,0.0,0.0
17251,halo,1.0,2.0,0.0,0.0
17279,the other side,5.0,7.0,0.0,0.0
17295,nobody,2.0,1.0,0.0,0.0
17313,the ways,2.0,0.0,0.0,0.0
17315,cant say,4.0,4.0,1.0,0.0
17337,breathe,2.0,2.0,0.0,0.0
17470,blank space,5.0,9.0,0.0,0.0
17499,mistletoe,1.0,5.0,0.0,0.0
17530,bounce out with that,3.0,2.0,0.0,0.0
17534,rubbin off the paint,2.0,5.0,0.0,0.0
17537,ok not to be ok,5.0,2.0,0.0,0.0
17560,brand new draco,8.0,5.0,0.0,0.0
17572,go go,2.0,3.0,1.0,0.0
17594,thinking out loud,2.0,2.0,0.0,1.0
17629,make me feel,3.0,6.0,0.0,0.0
17659,no longer friends,3.0,5.0,0.0,0.0
17678,im a mess,0.0,2.0,0.0,0.0
17709,cornelia street,1.0,4.0,0.0,1.0
17727,caught up,0.0,2.0,0.0,0.0
17740,angels & demons,4.0,3.0,0.0,0.0
17751,so done,2.0,1.0,0.0,0.0
17817,thats a rack,6.0,5.0,0.0,0.0
17820,speed it up,3.0,2.0,0.0,0.0
17824,girls have fun,8.0,4.0,0.0,0.0
17846,weak,3.0,2.0,0.0,1.0
17869,never seen the rain,2.0,1.0,0.0,1.0
17890,something just like this,0.0,1.0,0.0,0.0
17928,bad reputation,3.0,4.0,0.0,0.0
17944,trust issues,4.0,5.0,0.0,0.0
17963,hotline bling,2.0,1.0,0.0,0.0
17982,feel.,2.0,2.0,0.0,0.0
18010,once a day,1.0,1.0,0.0,0.0
18018,take me to church,3.0,6.0,0.0,0.0
18069,woman,3.0,2.0,0.0,1.0
18086,super far,2.0,5.0,0.0,1.0
18157,find you,2.0,0.0,0.0,0.0
18183,i dont love you anymore,3.0,2.0,0.0,0.0
18197,say it,1.0,2.0,0.0,0.0
18207,shape of you  - major lazer remix,2.0,3.0,0.0,1.0
18227,heat,7.0,14.0,0.0,0.0
18253,please dont go,1.0,2.0,0.0,0.0
18315,broke leg,6.0,9.0,0.0,0.0
18332,love on me,0.0,0.0,0.0,1.0
18377,change your life,3.0,7.0,0.0,0.0
18380,real friends,0.0,2.0,0.0,0.0
18397,neighbors,3.0,1.0,0.0,0.0
18405,frail state of mind,2.0,1.0,0.0,0.0
18444,meant to be,3.0,4.0,0.0,0.0
18506,harleys in hawaii,0.0,2.0,1.0,0.0
18531,never worn white,1.0,4.0,0.0,0.0
18546,letterman,2.0,0.0,1.0,0.0
18549,motive,1.0,3.0,0.0,0.0
18603,at my best,9.0,4.0,0.0,0.0
18665,can i,2.0,3.0,0.0,0.0
18671,no sleep,1.0,3.0,1.0,0.0
18697,start again,8.0,5.0,0.0,0.0
18726,mele kalikimaka,0.0,1.0,0.0,0.0
18735,what they say,2.0,1.0,0.0,0.0
18742,rockin around the christmas tree,0.0,1.0,0.0,0.0
18770,beautiful people,2.0,1.0,0.0,0.0
18805,hot girl bummer,3.0,0.0,0.0,0.0
18832,this love,3.0,1.0,0.0,0.0
18920,running over,2.0,5.0,0.0,0.0
18940,dont come out the house,7.0,4.0,0.0,0.0
19005,for real,6.0,7.0,0.0,0.0
19011,raindrops,4.0,11.0,0.0,0.0
19135,fear inoculum,2.0,3.0,0.0,0.0
19149,cry for me,3.0,6.0,0.0,1.0
19173,ill wait,0.0,5.0,0.0,0.0
19191,humble.,8.0,2.0,0.0,0.0
19226,feelings mutual,7.0,4.0,0.0,0.0
19244,bad things,2.0,2.0,0.0,0.0
19295,woodlawn,2.0,6.0,0.0,0.0
19320,my jeans,1.0,6.0,0.0,0.0
19345,what ifs,3.0,3.0,0.0,1.0
19382,hello,2.0,2.0,0.0,0.0
19505,goosebumps,4.0,5.0,0.0,0.0
19537,did it again,4.0,3.0,0.0,0.0
19541,battle symphony,5.0,2.0,0.0,0.0
19575,young dumb & broke,2.0,3.0,0.0,0.0
19646,sucker,1.0,2.0,0.0,0.0
19710,gang gang,4.0,3.0,0.0,0.0
19717,from florida with love,3.0,3.0,0.0,0.0
19773,lose you to love me,4.0,1.0,0.0,1.0
19812,feel it still,4.0,5.0,0.0,0.0
19846,over your head,5.0,6.0,0.0,0.0
19876,golden trunks,0.0,0.0,0.0,0.0
19906,pure water,5.0,5.0,0.0,0.0
19912,the adventures of moon man & slim shady,20.0,13.0,0.0,0.0
19955,sober,5.0,2.0,0.0,1.0
19995,i like me better,0.0,3.0,0.0,0.0
20027,ysiv,16.0,16.0,0.0,0.0
20031,beautiful trauma,4.0,2.0,0.0,1.0
20062,arms around you,3.0,2.0,0.0,0.0
20121,feel good,3.0,7.0,0.0,0.0
20164,after party,1.0,1.0,0.0,0.0
20225,lovely,1.0,4.0,0.0,0.0
20258,gold roses,6.0,12.0,0.0,0.0
20276,louder than bombs,4.0,2.0,0.0,0.0
20317,daylight,1.0,2.0,0.0,1.0
20329,cattitude,6.0,6.0,0.0,0.0
20336,tap in,3.0,3.0,0.0,0.0
20346,when the partys over,4.0,1.0,0.0,0.0
20402,he like that,4.0,3.0,1.0,0.0
20465,good guy,6.0,6.0,0.0,0.0
20517,taco tuesday,3.0,6.0,0.0,0.0
20533,calldrops,1.0,2.0,0.0,0.0
20565,the christmas song,0.0,1.0,0.0,0.0
20593,aint no sunshine,2.0,2.0,0.0,0.0
20608,quit,2.0,2.0,0.0,0.0
20697,shallow,2.0,3.0,0.0,1.0
20731,golden,2.0,2.0,0.0,0.0
20767,without me,7.0,7.0,0.0,0.0
20775,just hold on,1.0,1.0,0.0,1.0
20810,never really over,2.0,2.0,0.0,0.0
20831,all ass,2.0,8.0,0.0,0.0
20834,my tears ricochet,6.0,3.0,0.0,0.0
20856,self made,2.0,5.0,0.0,0.0
20870,slipknot,7.0,0.0,0.0,0.0
20917,911,1.0,1.0,0.0,0.0
20949,is it true,0.0,0.0,0.0,1.0
20956,haute,2.0,4.0,0.0,0.0
20978,what a man gotta do,2.0,2.0,0.0,0.0
21006,high demand,4.0,4.0,0.0,0.0
21010,intentions,1.0,2.0,0.0,1.0
21045,kids again,1.0,1.0,0.0,0.0
21077,cold water,2.0,4.0,0.0,0.0
21112,taking a walk,4.0,2.0,0.0,0.0
21116,sangria wine,0.0,2.0,1.0,0.0
21151,sad!,1.0,1.0,0.0,0.0
21222,i.f.l.y.,4.0,3.0,0.0,1.0
21238,loyal,2.0,4.0,0.0,0.0
21324,summertime magic,0.0,3.0,0.0,1.0
21356,i say a little prayer,0.0,0.0,0.0,1.0
21384,man of the year,2.0,3.0,1.0,0.0
21406,forever after all,1.0,3.0,0.0,0.0
21413,harder,0.0,2.0,0.0,0.0
21438,monster,2.0,1.0,0.0,0.0
21502,confess,3.0,2.0,0.0,0.0
21529,love,0.0,1.0,0.0,1.0
21574,groupie love,3.0,5.0,1.0,0.0
21575,tattoos together,2.0,1.0,0.0,1.0
21587,woman like me,8.0,3.0,0.0,0.0
21616,ghostface killers,8.0,5.0,0.0,0.0
21640,ever since new york,2.0,0.0,0.0,0.0
21661,money,1.0,8.0,0.0,0.0
21702,yes indeed,5.0,1.0,0.0,0.0
21732,all girls are the same,9.0,2.0,0.0,0.0
21764,all i want for christmas is you,0.0,4.0,0.0,0.0
21829,you be love,0.0,2.0,0.0,1.0
21865,you shook me all night long,0.0,3.0,0.0,0.0
21880,son of a preacher man,0.0,4.0,0.0,0.0
21891,fall in line,3.0,5.0,0.0,0.0
21933,global,7.0,7.0,0.0,0.0
21972,say so,7.0,4.0,0.0,0.0
22004,no lie,1.0,3.0,0.0,0.0
22078,proud,0.0,1.0,0.0,0.0
22086,whats free,11.0,9.0,0.0,0.0
22091,megatron,4.0,2.0,0.0,0.0
22141,needed me,3.0,4.0,0.0,0.0
22189,dear april,0.0,0.0,0.0,1.0
22201,down,4.0,6.0,0.0,0.0
22218,all these years,1.0,3.0,0.0,0.0
22253,anyone,0.0,4.0,0.0,0.0
22274,sorry for now,3.0,2.0,0.0,0.0
22291,freedom,3.0,5.0,0.0,0.0
22302,way to break my heart,1.0,2.0,0.0,1.0
22325,come this way,3.0,2.0,0.0,0.0
22394,drunk face,3.0,3.0,0.0,0.0
22405,mic drop,5.0,10.0,1.0,0.0
22502,astronauts,4.0,2.0,0.0,0.0
22510,good news,1.0,2.0,0.0,0.0
22555,higher ground,2.0,2.0,0.0,0.0
22569,burn it down,4.0,0.0,0.0,0.0
22615,wishing well,2.0,4.0,0.0,0.0
22626,no fun,0.0,1.0,0.0,0.0
22633,the less i know the better,2.0,6.0,0.0,0.0
22644,where u from,3.0,4.0,0.0,0.0
22652,everytime,1.0,1.0,0.0,1.0
22697,i shyne,3.0,3.0,0.0,0.0
22735,iconic,3.0,2.0,0.0,0.0
22740,rich sex,4.0,4.0,0.0,0.0
22747,rise,4.0,3.0,0.0,0.0
22793,waterfall,0.0,2.0,0.0,1.0
22823,bipolar,4.0,2.0,0.0,0.0
22827,respect,4.0,14.0,0.0,0.0
22838,know no better,3.0,4.0,0.0,0.0
22873,look what you made me do,1.0,1.0,0.0,0.0
22888,mr. blue sky,1.0,4.0,0.0,0.0
22898,7 summers,0.0,2.0,0.0,0.0
22899,solo,3.0,2.0,0.0,0.0
22934,tightrope,2.0,1.0,0.0,0.0
22953,santa claus is coming to town,1.0,5.0,0.0,0.0
22965,frosty the snowman,1.0,5.0,0.0,0.0
22990,go flex,1.0,2.0,0.0,0.0
23022,hunter,0.0,2.0,0.0,0.0
23071,repeat after me,6.0,3.0,0.0,0.0
23097,city of angels,4.0,5.0,0.0,0.0
23161,pray you catch me,2.0,1.0,0.0,0.0
23164,starboy,8.0,9.0,0.0,1.0
23228,good day,4.0,6.0,0.0,0.0
23232,rewrite the stars,3.0,1.0,0.0,1.0
23304,hard times,1.0,3.0,0.0,0.0
23319,rolex,3.0,0.0,0.0,0.0
23378,wannabe,1.0,3.0,0.0,0.0
23385,there for you,1.0,2.0,0.0,1.0
23443,real rich,3.0,5.0,0.0,0.0
23504,peace of mind,0.0,3.0,0.0,0.0
23519,remedy,4.0,2.0,0.0,0.0
23551,aint no mountain high enough,0.0,1.0,0.0,0.0
23573,heaven,0.0,2.0,0.0,0.0
23580,prayers up,1.0,5.0,0.0,0.0
23606,dont stop believin,2.0,3.0,0.0,0.0
23654,when youre ready,2.0,3.0,0.0,0.0
23675,this city,4.0,1.0,0.0,0.0
23739,faceshot,8.0,6.0,0.0,0.0
23742,levitate,3.0,3.0,0.0,0.0
23781,dont worry bout me,5.0,1.0,0.0,0.0
23802,letter 2 my momma,2.0,5.0,0.0,0.0
23805,lock it up,11.0,7.0,0.0,0.0
23824,faucet failure,3.0,4.0,0.0,0.0
23832,inside out,3.0,3.0,0.0,0.0
23909,señorita,2.0,5.0,0.0,0.0
23944,familiar,2.0,1.0,0.0,0.0
24005,chasing cars,1.0,1.0,0.0,1.0
24019,lean on me,3.0,2.0,0.0,0.0
24028,65th & ingleside,7.0,5.0,0.0,0.0
24043,skrr,1.0,7.0,1.0,0.0
24047,the way life goes  - remix,3.0,8.0,0.0,0.0
24089,everybody business,4.0,1.0,0.0,0.0
24108,4 am,1.0,3.0,1.0,0.0
24109,i think im okay,3.0,3.0,0.0,0.0
24120,on everything,1.0,8.0,0.0,0.0
24126,i forgot that you existed,2.0,3.0,0.0,0.0
24155,reminding me,2.0,1.0,0.0,0.0
24170,lost it,8.0,12.0,0.0,0.0
24204,addicted to you,5.0,2.0,0.0,0.0
24246,lonely together,4.0,1.0,0.0,0.0
24330,if i cant have you,3.0,2.0,0.0,0.0
24400,fear.,17.0,11.0,0.0,0.0
24422,its the most wonderful time of the year,0.0,7.0,0.0,0.0
24500,no tears left to cry,1.0,0.0,0.0,0.0
24541,stuck in a dream,2.0,5.0,0.0,0.0
24559,power,1.0,7.0,0.0,0.0
24570,camelot,4.0,3.0,0.0,0.0
24581,last memory,3.0,9.0,0.0,0.0
24598,im so tired...,6.0,0.0,0.0,1.0
24601,love thru the computer,7.0,10.0,0.0,0.0
24640,lift yourself,0.0,2.0,1.0,0.0
24655,believe it,2.0,1.0,0.0,0.0
24702,big on big,3.0,3.0,0.0,0.0
24705,money spread,6.0,6.0,0.0,0.0
24708,god.,1.0,0.0,0.0,0.0
24728,tell me u luv me,6.0,0.0,0.0,1.0
24748,my exs best friend,4.0,2.0,0.0,1.0
24769,on god,2.0,5.0,0.0,0.0
24837,cant take it from me,0.0,1.0,0.0,0.0
24849,holiday,9.0,4.0,0.0,0.0
24866,how long,1.0,3.0,0.0,0.0
24947,twisted,1.0,13.0,1.0,0.0
24974,out of sight,2.0,6.0,0.0,0.0
24977,nice to meet ya,0.0,3.0,0.0,0.0
24998,lovely day,2.0,1.0,0.0,1.0
25045,one thing,3.0,0.0,0.0,0.0
25086,hoax,1.0,3.0,0.0,0.0
25125,hate me,4.0,4.0,0.0,0.0
25150,anywhere,4.0,4.0,0.0,0.0
25188,stop trying to be god,2.0,9.0,0.0,0.0
25239,more than you know,0.0,4.0,0.0,0.0
25273,what in xxxtarnation,3.0,4.0,0.0,0.0
25285,somebody,1.0,4.0,0.0,0.0
25308,codeine,4.0,5.0,0.0,0.0
25311,sum 2 prove,5.0,9.0,0.0,0.0
25315,practice,7.0,6.0,0.0,0.0
25318,ex,1.0,1.0,0.0,1.0
25325,obsession,2.0,0.0,0.0,1.0
25331,nothing on you,6.0,7.0,0.0,0.0
25391,this aint that,4.0,3.0,0.0,0.0
25394,goddamn,3.0,5.0,0.0,0.0
25464,jocelyn flores,4.0,4.0,0.0,0.0
25499,believe,3.0,2.0,0.0,1.0
25566,idgaf,2.0,2.0,0.0,0.0
25574,nonstop,5.0,7.0,0.0,0.0
25615,feelings,1.0,0.0,0.0,0.0
25627,every single time,0.0,4.0,0.0,0.0
25656,after hours,3.0,9.0,0.0,1.0
25705,karma,1.0,4.0,0.0,0.0
25709,summer games,1.0,3.0,0.0,1.0
25774,from now on,4.0,6.0,0.0,0.0
25787,came here for love,0.0,2.0,0.0,1.0
25871,you need to calm down,3.0,1.0,0.0,0.0
25906,im not the only one,1.0,0.0,0.0,0.0
25923,when to say when,6.0,13.0,0.0,0.0
25957,love me less,2.0,1.0,0.0,1.0
25969,my type,1.0,2.0,0.0,0.0
25974,lovefool,4.0,2.0,0.0,1.0
26004,into the unknown,2.0,2.0,0.0,0.0
26035,rain on me,1.0,3.0,0.0,1.0
26074,a place for my head,4.0,4.0,0.0,0.0
26130,million reasons,1.0,1.0,0.0,0.0
26199,personal,3.0,2.0,0.0,0.0
26209,kelly price,10.0,10.0,0.0,0.0
26254,lay it on me,3.0,2.0,0.0,1.0
26282,cant be broken,5.0,4.0,0.0,0.0
26302,yeah right,2.0,1.0,0.0,0.0
26309,see you again,2.0,2.0,0.0,0.0
26317,xxl,7.0,7.0,0.0,0.0
26320,lights down low,0.0,2.0,1.0,0.0
26340,hallelujah,4.0,1.0,0.0,0.0
26343,idontwannabeyouanymore,5.0,1.0,0.0,0.0
26367,yellow hearts,2.0,5.0,0.0,0.0
26403,3 nights,3.0,3.0,0.0,0.0
26426,famous,1.0,4.0,0.0,0.0
26436,in check,1.0,2.0,0.0,0.0
26439,jumpman,1.0,6.0,0.0,0.0
26448,plum,2.0,3.0,0.0,0.0
26456,love me now,5.0,2.0,0.0,0.0
26488,better together,0.0,4.0,0.0,0.0
26547,dont call me up,3.0,1.0,0.0,0.0
26591,robbery,9.0,7.0,1.0,0.0
26636,hey julie!,2.0,0.0,0.0,0.0
26667,tell me why,0.0,2.0,0.0,0.0
26676,too playa,8.0,7.0,0.0,0.0
26691,nobodys love,1.0,0.0,0.0,0.0
26714,okra,5.0,3.0,0.0,0.0
26734,the truth,2.0,2.0,0.0,0.0
26765,do re mi,1.0,3.0,0.0,0.0
26786,make believe,1.0,2.0,0.0,0.0
26802,whats the move,4.0,3.0,0.0,0.0
26835,oh my god,1.0,2.0,0.0,0.0
26847,juice wrld speaks from heaven - outro,1.0,1.0,0.0,0.0
26861,help me out,0.0,0.0,0.0,0.0
26912,save that shit,2.0,0.0,0.0,0.0
26933,for a better day,2.0,1.0,0.0,0.0
26986,idk you yet,1.0,2.0,0.0,0.0
27004,commercial,5.0,4.0,0.0,0.0
27010,photograph,2.0,2.0,0.0,1.0
27049,god is,1.0,3.0,0.0,0.0
27096,gorgeous,3.0,4.0,0.0,0.0
27128,8 days of christmas,1.0,3.0,0.0,0.0
27172,love so soft,0.0,3.0,0.0,1.0
27189,underneath the tree,2.0,2.0,0.0,1.0
27228,power is power,4.0,3.0,0.0,0.0
27251,if i were u,5.0,2.0,0.0,0.0
27267,kills you slowly,3.0,1.0,0.0,0.0
27343,christmas all over again,0.0,6.0,0.0,0.0
27347,playing games  - extended version,1.0,2.0,0.0,0.0
27371,touch eem body,7.0,5.0,0.0,0.0
27374,loaded gun,6.0,11.0,0.0,0.0
27401,i guess i just feel like,1.0,2.0,0.0,0.0
27433,changes,0.0,0.0,0.0,0.0
27443,side effects,1.0,3.0,0.0,0.0
27477,superhero,3.0,1.0,0.0,0.0
27504,joy to the world,1.0,2.0,0.0,0.0
27527,they dont know about us,0.0,4.0,0.0,0.0
27613,boy bye,1.0,7.0,0.0,0.0
27645,cold december night,2.0,4.0,0.0,1.0
27670,i love you dwayne,0.0,5.0,0.0,0.0
27681,free smoke,4.0,5.0,1.0,0.0
27719,tats on my face,11.0,7.0,0.0,0.0
27778,used to this,3.0,3.0,0.0,0.0
27791,say it first,1.0,3.0,0.0,0.0
27815,dont start now,0.0,3.0,0.0,0.0
27872,splashin,2.0,2.0,0.0,0.0
27880,where this flower blooms,3.0,6.0,0.0,0.0
27887,bood up,3.0,1.0,0.0,0.0
27902,10 freaky girls,7.0,3.0,0.0,0.0
27969,what i need,1.0,1.0,0.0,0.0
27989,up up and away,3.0,3.0,0.0,0.0
28006,youth,8.0,4.0,0.0,0.0
28121,castle on the hill,2.0,6.0,0.0,0.0
28156,444+222,4.0,4.0,1.0,0.0
28161,x,5.0,7.0,0.0,0.0
28165,strip,3.0,5.0,0.0,0.0
28182,getaway car,10.0,4.0,0.0,1.0
28230,said n done,2.0,7.0,0.0,0.0
28265,brown skin girl,5.0,6.0,0.0,0.0
28363,the games we play,8.0,3.0,0.0,0.0
28368,love on the brain,4.0,4.0,0.0,1.0
28399,superposition,4.0,7.0,0.0,0.0
28404,wolves,0.0,2.0,0.0,0.0
28416,2002,1.0,3.0,0.0,0.0
28428,bon appétit,0.0,5.0,1.0,0.0
28463,element.,6.0,5.0,0.0,0.0
28501,walk me home,0.0,3.0,0.0,1.0
28522,for the night,4.0,6.0,0.0,0.0
28552,rent money,2.0,7.0,0.0,0.0
28575,bad liar,2.0,3.0,0.0,0.0
28639,all time low,3.0,7.0,0.0,0.0
28701,unaccommodating,18.0,10.0,0.0,0.0
28767,addys,4.0,4.0,0.0,0.0
28772,think,1.0,0.0,0.0,0.0
28787,santa claus is comin to town,2.0,5.0,0.0,0.0
28789,o holy night,5.0,2.0,0.0,0.0
28891,what makes you beautiful,0.0,0.0,0.0,0.0
28969,instruction,14.0,19.0,0.0,0.0
28995,lonely,3.0,1.0,0.0,0.0
28999,hard to choose one,1.0,3.0,0.0,0.0
29007,someone in the crowd - from la la land soundtrack,0.0,3.0,0.0,0.0
29022,ghostbusters,0.0,1.0,0.0,0.0
29047,over now,6.0,3.0,0.0,0.0
29087,orphans,1.0,2.0,0.0,0.0
29136,adventure of a lifetime,0.0,3.0,0.0,0.0
29229,nevermind,1.0,0.0,0.0,0.0
29261,look at her now,0.0,4.0,0.0,0.0
29295,in my blood,4.0,1.0,0.0,0.0
29394,mask off,4.0,1.0,0.0,0.0
29428,moves,3.0,3.0,1.0,0.0
29446,7 rings,2.0,7.0,1.0,0.0
29525,e-girls are ruining my life!,9.0,3.0,0.0,0.0
29558,my dawg,6.0,6.0,0.0,0.0
29571,venetia,8.0,4.0,0.0,0.0
29584,kings dead,5.0,8.0,0.0,0.0
29610,losses,5.0,4.0,0.0,0.0
29630,get right witcha,4.0,5.0,0.0,0.0
29637,stepdad,10.0,5.0,0.0,0.0
29697,congratulations,2.0,9.0,0.0,0.0
29752,nc-17,3.0,4.0,0.0,0.0
29818,i want it,2.0,5.0,0.0,0.0
29855,breaking me,0.0,1.0,0.0,0.0
29886,slow hands,1.0,1.0,0.0,0.0
29921,one call,4.0,12.0,0.0,0.0
30011,lay it all on me,1.0,1.0,0.0,1.0
30064,break my stride,1.0,2.0,0.0,0.0
30099,venice bitch,3.0,8.0,0.0,1.0
30132,tell me you love me,1.0,3.0,0.0,0.0
30155,gummo,4.0,2.0,0.0,0.0
30183,shout out to my ex,3.0,2.0,0.0,0.0
30266,one more light,1.0,1.0,0.0,1.0
30292,quarter past midnight,4.0,0.0,0.0,0.0
30402,star shopping,0.0,5.0,0.0,0.0
30433,seeing blind,1.0,4.0,0.0,0.0
30451,say you wont let go,2.0,4.0,0.0,0.0
30486,i fall apart,4.0,1.0,0.0,1.0
30516,like that,5.0,8.0,1.0,0.0
30529,ilomilo,7.0,2.0,0.0,1.0
30579,lo mein,4.0,8.0,0.0,0.0
30624,why are you here,4.0,4.0,0.0,0.0
30640,missing u,4.0,1.0,0.0,1.0
30664,timeless interlude,3.0,4.0,0.0,0.0
30677,wild thoughts,6.0,5.0,0.0,0.0
30755,clout,2.0,0.0,0.0,0.0
30771,conversations,4.0,5.0,0.0,0.0
30815,dreamer,2.0,7.0,0.0,0.0
30821,panini,1.0,2.0,0.0,0.0
30864,true colors,3.0,1.0,0.0,1.0
30896,call you mine,3.0,2.0,0.0,0.0
30923,sacrifices,3.0,0.0,0.0,0.0
30928,purple emoji,3.0,5.0,0.0,0.0
30936,good old days,4.0,4.0,0.0,0.0
30962,controlla,9.0,7.0,1.0,0.0
30998,moonlight,1.0,2.0,0.0,0.0
31016,i have questions,2.0,2.0,0.0,1.0
31039,no issue,4.0,3.0,0.0,0.0
31042,take you dancing,1.0,1.0,0.0,0.0
31094,freak,3.0,4.0,0.0,0.0
31117,good drank,5.0,10.0,0.0,0.0
31131,waste it on me,1.0,1.0,0.0,0.0
31163,m.a.a.d city,11.0,12.0,0.0,0.0
31170,freaky,6.0,7.0,0.0,0.0
31184,look alive,3.0,6.0,0.0,0.0
31255,hate the way,8.0,4.0,0.0,0.0
31266,high fashion,2.0,7.0,0.0,0.0
31286,i do it,1.0,1.0,0.0,0.0
31300,be like me,2.0,2.0,0.0,0.0
31370,save your tears,4.0,3.0,0.0,1.0
31426,project dreams,4.0,4.0,0.0,0.0
31435,stay frosty royal milk tea,2.0,1.0,0.0,0.0
31443,world is yours,9.0,9.0,0.0,0.0
31457,sky full of song,5.0,2.0,0.0,0.0
31482,water under the bridge,1.0,0.0,0.0,0.0
31517,my window,11.0,9.0,0.0,0.0
31520,back to the streets,5.0,6.0,0.0,0.0
31524,can you feel the love tonight,0.0,2.0,0.0,0.0
31539,everything,3.0,0.0,0.0,0.0
31590,this christmas,0.0,3.0,0.0,0.0
31613,revival,1.0,1.0,0.0,1.0
31695,heavy,16.0,7.0,0.0,0.0
31730,to the max,9.0,11.0,0.0,0.0
31756,daddy issues,2.0,1.0,0.0,0.0
31794,hot,2.0,3.0,0.0,0.0
31852,you say,3.0,1.0,0.0,0.0
31859,no bystanders,2.0,0.0,1.0,0.0
31883,ballin,6.0,6.0,0.0,0.0
31899,follow god,1.0,6.0,0.0,0.0
31930,something new,0.0,2.0,0.0,1.0
31958,dead inside,6.0,3.0,0.0,0.0
31984,mr. right now,6.0,6.0,0.0,0.0
32041,batphone,0.0,3.0,0.0,0.0
32061,100 bands,2.0,10.0,0.0,0.0
32067,all night,2.0,1.0,0.0,0.0
32088,stranger things,2.0,1.0,0.0,0.0
32119,gyalchester,3.0,4.0,0.0,0.0
32146,split decision,2.0,0.0,0.0,0.0
32151,love me,0.0,4.0,0.0,1.0
32164,no time to die,4.0,3.0,0.0,0.0
32199,not a pop song,4.0,1.0,0.0,0.0
32211,lust for life,6.0,3.0,0.0,0.0
32227,p2,3.0,10.0,0.0,0.0
32249,chun swae,7.0,11.0,0.0,0.0
32254,ive been waiting,3.0,2.0,0.0,1.0
32273,never change,6.0,2.0,0.0,0.0
32305,get low,0.0,0.0,1.0,0.0
32340,save myself,4.0,3.0,0.0,1.0
32377,1000 doves,7.0,2.0,0.0,1.0
32416,i believe,2.0,3.0,0.0,1.0
32451,people you know,7.0,8.0,0.0,0.0
32468,big bidness,3.0,10.0,0.0,0.0
32471,this town,0.0,4.0,0.0,0.0
32509,futsal shuffle 2020,3.0,4.0,0.0,0.0
32530,self,4.0,1.0,0.0,0.0
32546,this feeling,2.0,1.0,0.0,0.0
32555,too gone,5.0,3.0,0.0,0.0
32560,bird shit,2.0,4.0,0.0,0.0
32563,valentino,3.0,5.0,0.0,0.0
32571,empty space,0.0,1.0,0.0,1.0
32686,thru your phone,7.0,2.0,0.0,0.0
32691,live off my closet,4.0,9.0,0.0,0.0
32707,almost,1.0,7.0,0.0,0.0
