,Title,sadness,anticipation,Fun,Love
94810,like a film,3.0,8.0,0.0,0.0
94823,wavey,0.0,1.0,1.0,0.0
94829,hearts aint gonna lie,3.0,1.0,0.0,0.0
94844,hot n cold,3.0,2.0,0.0,0.0
94847,comeback kid,0.0,2.0,0.0,1.0
94848,somebody to you,1.0,2.0,0.0,0.0
94850,good time,0.0,2.0,0.0,0.0
94857,dang,7.0,7.0,0.0,0.0
94861,bette davis eyes,3.0,3.0,1.0,0.0
94864,ultralife,2.0,3.0,0.0,0.0
94868,problem,5.0,6.0,0.0,0.0
94885,vroom,3.0,5.0,1.0,0.0
94890,broken summer,3.0,2.0,0.0,1.0
94902,i dunno,9.0,4.0,1.0,0.0
94904,hate on us,6.0,6.0,0.0,0.0
94907,wave time 2,7.0,9.0,0.0,0.0
94908,time of our lives,1.0,2.0,0.0,1.0
94923,whats it gonna be,5.0,8.0,0.0,0.0
94924,inside your mind,0.0,1.0,0.0,0.0
94933,ot boppin,8.0,5.0,1.0,0.0
94934,gods eye,4.0,10.0,0.0,0.0
94935,unstable,2.0,2.0,0.0,1.0
94938,the walker,0.0,0.0,0.0,0.0
94940,woi,2.0,3.0,0.0,0.0
94942,sit back down,0.0,3.0,1.0,0.0
94943,murder on the dancefloor,3.0,0.0,0.0,0.0
94944,nah,3.0,3.0,0.0,0.0
94945,one of us,1.0,3.0,0.0,0.0
94947,ugly heart,2.0,2.0,0.0,1.0
94964,love goes down,1.0,0.0,0.0,1.0
94968,flight mode,6.0,4.0,0.0,0.0
94971,drunk in love,3.0,5.0,0.0,0.0
94977,red red wine,7.0,4.0,0.0,0.0
94982,the steps,1.0,3.0,0.0,0.0
94987,3ww,4.0,13.0,0.0,0.0
94998,cry me a river,3.0,0.0,0.0,1.0
95005,grudges,1.0,3.0,0.0,0.0
95009,love & hate - alternative radio mix,4.0,1.0,0.0,0.0
95010,to be young,4.0,2.0,0.0,0.0
95015,stalker interlude,4.0,7.0,0.0,0.0
95024,brb,4.0,4.0,0.0,0.0
95025,allegedly,4.0,6.0,0.0,0.0
95026,unpredictable,0.0,1.0,0.0,0.0
95029,rachaels little brother,6.0,15.0,0.0,0.0
95031,chasing highs,4.0,1.0,0.0,0.0
95042,yeah i know,0.0,1.0,0.0,0.0
95048,you want my sister,1.0,1.0,0.0,0.0
95054,well meet again,2.0,3.0,0.0,1.0
95055,dont cry for me,3.0,4.0,0.0,1.0
95062,livin la vida loca,3.0,1.0,0.0,0.0
95064,moderation,2.0,2.0,0.0,0.0
95081,i need a dollar,4.0,7.0,0.0,0.0
95086,dont watch me cry,3.0,3.0,0.0,0.0
95087,see nobody,1.0,7.0,0.0,0.0
95111,cafe dathens,1.0,5.0,0.0,0.0
95112,bridge over troubled water,2.0,2.0,0.0,0.0
95114,lethal combination,3.0,3.0,0.0,0.0
95116,valerie,0.0,5.0,0.0,0.0
95125,another day,3.0,6.0,0.0,0.0
95128,adams apple,2.0,6.0,0.0,0.0
95132,thats my girl,5.0,2.0,0.0,0.0
95144,screw & brew,1.0,0.0,0.0,0.0
95146,double tap days,5.0,2.0,1.0,0.0
95147,surrounded by heads and bodies,1.0,0.0,0.0,0.0
95154,deep relief,0.0,5.0,0.0,0.0
95157,jump around,3.0,6.0,0.0,0.0
95162,noob,10.0,4.0,0.0,0.0
95163,move ya body,1.0,2.0,1.0,0.0
95165,the essence,0.0,1.0,0.0,0.0
95166,miss me,1.0,3.0,0.0,0.0
95170,you might need somebody,2.0,2.0,0.0,1.0
95173,thats not my name,4.0,3.0,0.0,0.0
95174,display skills,6.0,5.0,1.0,0.0
95185,never,11.0,9.0,0.0,0.0
95186,say it right,3.0,4.0,0.0,0.0
95197,dancing,2.0,2.0,0.0,0.0
95227,wild,4.0,4.0,0.0,1.0
95229,all that she wants,3.0,2.0,0.0,0.0
95236,break away,2.0,0.0,0.0,1.0
95240,it was love,0.0,2.0,0.0,0.0
95247,you to me are everything,1.0,4.0,0.0,1.0
95248,in da club,4.0,12.0,1.0,0.0
95260,day n nite,4.0,6.0,0.0,0.0
95270,one ive been missing,2.0,1.0,0.0,1.0
95278,dance wiv me,2.0,5.0,0.0,0.0
95283,sun is shining,0.0,4.0,0.0,0.0
95296,hollaback girl,1.0,3.0,0.0,0.0
95301,amazing minds,2.0,3.0,1.0,0.0
95303,every time we touch,4.0,4.0,0.0,1.0
95313,somebody special,2.0,1.0,0.0,0.0
95315,lifted,1.0,1.0,0.0,0.0
95316,closure,4.0,5.0,0.0,0.0
95317,little talks,3.0,2.0,0.0,1.0
95326,nasty girl,3.0,1.0,0.0,0.0
95333,bitter sweet symphony,3.0,3.0,0.0,0.0
95337,love me harder,3.0,1.0,0.0,0.0
95347,heaven on my mind,0.0,3.0,0.0,0.0
95353,wondering,2.0,4.0,0.0,0.0
95365,little of your love,0.0,1.0,0.0,1.0
95381,bouff daddy,7.0,6.0,1.0,0.0
95387,like me,3.0,4.0,0.0,0.0
95390,p4dp,3.0,5.0,0.0,0.0
95394,you cant hurry love,1.0,5.0,0.0,1.0
95396,we dont care,2.0,2.0,0.0,0.0
95415,dirty water,6.0,8.0,0.0,0.0
95425,i want you,3.0,5.0,0.0,0.0
95427,heart,6.0,5.0,0.0,0.0
95431,hangman,1.0,3.0,0.0,0.0
95436,two people,3.0,3.0,0.0,0.0
95450,caution,2.0,1.0,0.0,1.0
95451,must be santa,0.0,3.0,0.0,0.0
95466,i bet you look good on the dancefloor,3.0,3.0,0.0,0.0
95471,when you were young,0.0,1.0,0.0,0.0
95475,trapper of the year,5.0,4.0,1.0,0.0
95480,droptop,1.0,1.0,0.0,1.0
95483,main squeeze,1.0,4.0,0.0,1.0
95485,all of the lights,4.0,4.0,0.0,0.0
95499,stacey adams,2.0,4.0,0.0,0.0
95500,lost on you,3.0,0.0,0.0,1.0
95504,when you know what love is,2.0,2.0,0.0,0.0
95515,dont forget to breathe,0.0,1.0,0.0,0.0
95517,dope boy,3.0,2.0,0.0,0.0
95518,she looks so perfect,1.0,5.0,0.0,0.0
95520,therapy,4.0,0.0,0.0,1.0
95521,m.e.n iii,10.0,9.0,0.0,0.0
95532,walk this way,0.0,3.0,0.0,0.0
95534,unwritten,3.0,1.0,0.0,0.0
95536,tony soprano,3.0,1.0,0.0,0.0
95537,the way i are,1.0,1.0,0.0,0.0
95542,hypersonic missiles,5.0,7.0,0.0,0.0
95543,buss down,2.0,2.0,1.0,0.0
95550,would i lie to you,1.0,1.0,0.0,1.0
95552,genie in a bottle,1.0,1.0,1.0,0.0
95562,gentleman,1.0,2.0,0.0,0.0
95563,smiley faces,1.0,4.0,0.0,0.0
95568,sucker punch,6.0,2.0,0.0,0.0
95572,if you wanna,0.0,0.0,0.0,0.0
95576,ringaling,4.0,9.0,1.0,0.0
95578,same jeans,1.0,2.0,0.0,0.0
95588,opp thot,3.0,5.0,1.0,0.0
95592,on your own,2.0,1.0,0.0,1.0
95613,kiss from a rose,4.0,2.0,0.0,0.0
95616,push the button,1.0,4.0,0.0,0.0
95625,ridin solo,3.0,2.0,0.0,0.0
95628,common people,2.0,5.0,0.0,0.0
95630,summertime,1.0,1.0,0.0,0.0
95632,youre still the one,1.0,4.0,0.0,1.0
95637,fake friends,2.0,2.0,0.0,0.0
95645,in bloom,1.0,3.0,0.0,0.0
95648,war song soldier,2.0,1.0,0.0,0.0
95654,california gurls,1.0,2.0,0.0,0.0
95657,stinking rich,5.0,6.0,0.0,0.0
95662,dollar pound cake,5.0,3.0,1.0,0.0
95663,lighter,4.0,11.0,1.0,0.0
95680,dont leave me lonely,4.0,1.0,0.0,1.0
95684,feet dont fail me,4.0,4.0,0.0,0.0
95692,dance with me tonight,4.0,3.0,0.0,0.0
95699,girls like,4.0,1.0,0.0,0.0
95713,dont matter now,1.0,2.0,0.0,0.0
95724,empire state of mind,5.0,8.0,0.0,0.0
95727,turn around,2.0,2.0,0.0,0.0
95728,girls night out,1.0,2.0,0.0,0.0
95732,heatwave,1.0,2.0,0.0,0.0
95734,kathleen,5.0,5.0,0.0,0.0
95735,bad behaviour,2.0,4.0,0.0,0.0
95738,curvy,4.0,7.0,1.0,0.0
95739,music x road,5.0,8.0,0.0,0.0
95743,ultimate gangsta,6.0,7.0,0.0,0.0
95744,fire in me,3.0,1.0,0.0,0.0
95749,miss independent,3.0,2.0,0.0,0.0
95753,blind leading the blind,4.0,1.0,0.0,0.0
95756,bando boy,5.0,4.0,0.0,0.0
95768,goat level,6.0,6.0,0.0,0.0
95770,third avenue,4.0,5.0,0.0,0.0
95771,one summer,3.0,3.0,0.0,0.0
95774,here it goes again,1.0,0.0,0.0,0.0
95784,toast,1.0,8.0,1.0,0.0
95795,out of reach,3.0,4.0,0.0,1.0
95803,hoes,9.0,2.0,0.0,0.0
95805,p.i.m.p.,2.0,5.0,0.0,0.0
95823,born to love,0.0,0.0,0.0,0.0
95835,2am,3.0,5.0,0.0,0.0
95844,velvet rope,2.0,2.0,0.0,1.0
95856,take me out,6.0,2.0,0.0,0.0
95859,same way,2.0,2.0,0.0,0.0
95860,uk gossip,7.0,2.0,0.0,0.0
95873,rule britania,1.0,1.0,0.0,0.0
95876,these keys,6.0,7.0,0.0,0.0
95896,fight for this love,5.0,3.0,0.0,0.0
95898,i believe in father christmas,5.0,6.0,0.0,0.0
95900,break your heart,5.0,1.0,0.0,0.0
95901,the end,7.0,5.0,0.0,0.0
95905,super bass,2.0,5.0,0.0,0.0
95920,butterfly,1.0,0.0,0.0,0.0
95925,you better run,1.0,0.0,0.0,0.0
95927,let it ring,3.0,5.0,1.0,0.0
95930,sunrise in the east,3.0,5.0,0.0,1.0
95935,22,8.0,10.0,0.0,0.0
95949,how it is,7.0,7.0,0.0,0.0
95950,we got love,1.0,0.0,0.0,1.0
95955,codeine & fashion,5.0,9.0,0.0,0.0
95956,trouble in town,0.0,1.0,0.0,0.0
95961,when christmas comes around,3.0,2.0,0.0,1.0
95977,spice up your life,0.0,1.0,0.0,0.0
95979,whatcha say,1.0,0.0,0.0,0.0
95981,mommas prayers,3.0,1.0,0.0,0.0
95985,hello my love,2.0,3.0,0.0,1.0
95993,+44,2.0,6.0,1.0,0.0
95999,fantasy,2.0,1.0,0.0,0.0
96002,star in the hood,8.0,7.0,0.0,0.0
96030,dance,2.0,4.0,0.0,0.0
96031,real name,2.0,2.0,0.0,0.0
96049,hallelujah money,1.0,4.0,0.0,0.0
96052,wandering romance,4.0,2.0,0.0,1.0
96053,the gift,1.0,4.0,0.0,0.0
96059,saviour,2.0,1.0,0.0,0.0
96068,tour team,3.0,10.0,1.0,0.0
96069,kilos,8.0,8.0,0.0,0.0
96071,animal instinct,2.0,5.0,0.0,0.0
96072,stay another day,2.0,2.0,0.0,1.0
96075,big conspiracy,4.0,4.0,0.0,0.0
96081,monster in me,6.0,2.0,0.0,0.0
96088,mysterious girl,2.0,6.0,0.0,0.0
96093,then,2.0,2.0,0.0,0.0
96104,birth sign,6.0,4.0,0.0,0.0
96105,sweet lies,1.0,2.0,0.0,1.0
96153,how deep is your love,0.0,0.0,0.0,1.0
96164,thug,4.0,6.0,0.0,0.0
96171,some might say - remastered,0.0,2.0,0.0,0.0
96172,going through it,6.0,8.0,0.0,0.0
96174,dark clouds,7.0,6.0,0.0,0.0
96176,rubbery bandz,5.0,4.0,0.0,0.0
96177,domesticated animals,5.0,3.0,0.0,0.0
96182,wild ones,4.0,3.0,0.0,0.0
96190,love you for that,7.0,9.0,0.0,0.0
96191,there she goes,1.0,2.0,0.0,0.0
96197,spun it,5.0,6.0,1.0,0.0
96207,down under,0.0,1.0,0.0,0.0
96213,piece of me,1.0,1.0,0.0,0.0
96215,high roller,1.0,1.0,0.0,0.0
96227,jalissas back! - skit,1.0,3.0,0.0,0.0
96229,x gon give it to ya,3.0,3.0,0.0,0.0
96233,same old story,3.0,8.0,0.0,0.0
96242,beautiful girls,3.0,1.0,0.0,0.0
96245,truly madly deeply,5.0,4.0,0.0,0.0
96253,fat lip,7.0,6.0,0.0,0.0
96254,buck rogers,0.0,1.0,0.0,0.0
96258,sir duke,3.0,5.0,0.0,0.0
96259,like them,3.0,5.0,1.0,0.0
96267,womans world,0.0,1.0,0.0,0.0
96268,show you love,2.0,4.0,0.0,0.0
96275,since u been gone,1.0,1.0,0.0,0.0
96277,material girl,4.0,3.0,0.0,0.0
96283,alakazam,11.0,7.0,0.0,0.0
96284,rude,2.0,3.0,0.0,0.0
96292,breathless,2.0,4.0,0.0,1.0
96294,where we go,5.0,4.0,0.0,0.0
96302,getting money now,2.0,7.0,1.0,0.0
96303,katy on a mission,2.0,2.0,0.0,0.0
96306,superheroes,3.0,2.0,0.0,0.0
96308,back to black,1.0,0.0,0.0,0.0
96313,text from your ex,3.0,5.0,1.0,0.0
96323,cassius clay,14.0,12.0,0.0,0.0
96334,oh la la,1.0,1.0,0.0,0.0
96345,confessions part ii,5.0,5.0,0.0,0.0
96359,no cellular site,8.0,3.0,0.0,0.0
96360,neverland,8.0,5.0,0.0,0.0
96363,headspace,6.0,5.0,0.0,0.0
96365,flame,2.0,3.0,0.0,0.0
96384,december,1.0,2.0,0.0,0.0
96387,ayo technology,5.0,6.0,0.0,0.0
96393,give me everything,2.0,5.0,0.0,0.0
96397,fight song,2.0,1.0,0.0,0.0
96402,100 bags,4.0,11.0,0.0,0.0
96414,dont stop movin,3.0,2.0,0.0,0.0
96416,last night in barcelona,4.0,1.0,0.0,0.0
96421,for once in my life,3.0,1.0,0.0,1.0
96423,miss diva,2.0,3.0,1.0,0.0
96424,creature comfort,4.0,3.0,0.0,0.0
96438,locked out of heaven,1.0,5.0,0.0,0.0
96454,psych out!,4.0,4.0,1.0,0.0
96457,forgotten,3.0,0.0,0.0,0.0
96462,the pink phantom,1.0,4.0,0.0,0.0
96464,walking on sunshine,0.0,5.0,0.0,1.0
96479,friday im in love,1.0,2.0,0.0,0.0
96486,kickstarts,0.0,1.0,0.0,0.0
96489,tainted love,3.0,1.0,0.0,1.0
96510,my yé is different,5.0,6.0,0.0,0.0
96528,ms. jackson,9.0,19.0,0.0,0.0
96535,love a girl right,4.0,3.0,0.0,0.0
96537,lights out,5.0,2.0,0.0,0.0
96550,roll the dice,3.0,1.0,0.0,0.0
96567,i cant quit,3.0,1.0,0.0,0.0
96572,like lightning,2.0,2.0,0.0,0.0
96581,outside,1.0,0.0,0.0,0.0
96584,by any means,4.0,6.0,0.0,0.0
96588,lay me down,4.0,0.0,0.0,0.0
96599,dark horse,4.0,6.0,0.0,1.0
96613,nica libres at dusk,0.0,1.0,0.0,0.0
96619,addison lee,2.0,3.0,1.0,0.0
96625,electric feel,0.0,1.0,0.0,0.0
96629,town called malice,5.0,2.0,0.0,0.0
96641,the fargo splash,6.0,8.0,0.0,0.0
96647,eio,2.0,3.0,0.0,0.0
96660,everything else has gone wrong,1.0,3.0,0.0,1.0
96664,mya mills,1.0,2.0,1.0,0.0
96671,out of body,6.0,6.0,0.0,0.0
96674,lasting lover,2.0,2.0,0.0,1.0
96689,f with u,0.0,3.0,0.0,0.0
96691,fix you,2.0,0.0,0.0,1.0
96708,big picture,2.0,2.0,0.0,0.0
96720,a sky full of stars,1.0,1.0,0.0,0.0
96733,queen & a double,4.0,3.0,1.0,0.0
96739,all the small things,1.0,1.0,0.0,1.0
96746,sweet disposition,1.0,3.0,0.0,0.0
96749,still disappointed,8.0,5.0,0.0,0.0
96759,prada me,2.0,6.0,1.0,0.0
96768,summer of 69,0.0,2.0,0.0,0.0
96783,ever again,3.0,3.0,0.0,0.0
96788,womanizer,4.0,3.0,0.0,0.0
96798,man down,6.0,3.0,0.0,1.0
96816,sk8er boi,3.0,4.0,0.0,0.0
96821,nightrider,0.0,6.0,0.0,0.0
96822,all rise,3.0,6.0,0.0,1.0
96843,gasoline,3.0,1.0,0.0,0.0
96844,cant stop clocks,5.0,4.0,0.0,0.0
96850,break free,5.0,2.0,0.0,0.0
96861,we built this city,2.0,3.0,0.0,0.0
96863,idontknow,0.0,0.0,0.0,0.0
96867,reach,1.0,3.0,0.0,1.0
96873,pushing me away,1.0,0.0,0.0,0.0
96874,adore me,2.0,4.0,0.0,0.0
96881,heads will roll,1.0,0.0,0.0,1.0
96883,slip away,1.0,3.0,0.0,1.0
96887,when you say nothing at all,4.0,1.0,0.0,0.0
96893,the waves,2.0,0.0,0.0,0.0
96896,doesnt have to be that way,2.0,1.0,0.0,1.0
96900,gang,2.0,3.0,0.0,0.0
96901,best day of my life,1.0,1.0,0.0,0.0
96909,sensei,5.0,4.0,0.0,0.0
96913,not in love,1.0,0.0,0.0,0.0
96922,pump it up,9.0,4.0,1.0,0.0
96943,drive by,4.0,2.0,0.0,0.0
96944,who knew,1.0,3.0,0.0,1.0
96958,love made me do it,3.0,1.0,0.0,0.0
96960,everlong,2.0,4.0,0.0,0.0
96973,friend like me,3.0,5.0,0.0,0.0
96978,deck the halls,1.0,4.0,0.0,0.0
96983,place we were made,2.0,0.0,0.0,0.0
96995,if i were a boy,3.0,2.0,0.0,0.0
97004,hanging off your cloud,4.0,2.0,0.0,0.0
97005,man dont dance,0.0,3.0,1.0,0.0
97007,killing me softly with his song,2.0,2.0,0.0,1.0
97028,boasy,1.0,2.0,1.0,0.0
97029,dont fence me in,3.0,2.0,0.0,0.0
97030,dreams to reality,0.0,1.0,0.0,0.0
97031,pour some sugar on me,3.0,2.0,0.0,0.0
97033,clartin,3.0,4.0,0.0,0.0
97034,my one,2.0,1.0,0.0,0.0
97036,lifestyle,2.0,8.0,0.0,0.0
97041,i have nothing,1.0,2.0,0.0,1.0
97054,written in the scars,3.0,4.0,0.0,1.0
97073,i want you to freak,2.0,1.0,0.0,0.0
97085,she dont know me,0.0,0.0,0.0,0.0
97086,mardy bum,1.0,2.0,0.0,0.0
97088,last request,0.0,2.0,0.0,1.0
97092,it gets better,3.0,6.0,0.0,0.0
97093,adorn,0.0,5.0,0.0,1.0
97097,gully niggaz,2.0,5.0,0.0,0.0
97102,fascination,0.0,1.0,0.0,1.0
97111,wish me luck,2.0,1.0,0.0,0.0
97112,take your mama,3.0,4.0,0.0,0.0
97135,digital love,1.0,4.0,0.0,1.0
97140,gun lean,4.0,2.0,1.0,0.0
97142,screwface capital,5.0,10.0,0.0,0.0
97144,ride for you,3.0,4.0,0.0,0.0
97145,comfortable,1.0,3.0,0.0,0.0
97150,candy cane lane,0.0,1.0,0.0,0.0
97159,glad you came,1.0,3.0,0.0,1.0
97163,london town,1.0,0.0,0.0,0.0
97164,exits - edit,1.0,2.0,0.0,1.0
97169,how i met my ex,10.0,22.0,0.0,0.0
97182,freak like me,2.0,1.0,0.0,0.0
97183,cant stand me now,4.0,3.0,0.0,0.0
97184,be someone,2.0,3.0,0.0,0.0
97193,cotton candy,1.0,1.0,0.0,0.0
97199,21 gun salute,6.0,6.0,0.0,0.0
97203,rock the world,0.0,2.0,0.0,0.0
98290,perfume,3.0,3.0,0.0,0.0
98899,snow,4.0,6.0,0.0,0.0
98972,enter sandman,1.0,1.0,0.0,0.0
98992,last first kiss,0.0,1.0,0.0,0.0
99333,flexin,0.0,2.0,0.0,0.0
100115,infinity,2.0,1.0,0.0,0.0
100338,i am the highway,4.0,2.0,0.0,0.0
100881,over again,6.0,3.0,0.0,1.0
100975,bounce,1.0,0.0,1.0,0.0
101556,a.m.,9.0,9.0,0.0,0.0
102133,a head full of dreams,5.0,3.0,0.0,0.0
102357,californication,1.0,8.0,0.0,0.0
102800,frozen,4.0,1.0,0.0,1.0
102839,100,3.0,3.0,0.0,0.0
102936,fading,1.0,5.0,0.0,0.0
103029,my favorite things,3.0,3.0,0.0,0.0
103157,daydreaming,0.0,2.0,0.0,0.0
103327,backseat,1.0,2.0,0.0,0.0
103429,we are...,1.0,1.0,0.0,0.0
103655,never tear us apart,1.0,1.0,0.0,1.0
103769,little christmas tree,3.0,2.0,0.0,1.0
104008,hurt somebody,4.0,2.0,0.0,0.0
104017,lost boy,3.0,3.0,0.0,1.0
104155,follow me,2.0,1.0,0.0,1.0
104282,sun models,0.0,1.0,0.0,1.0
104294,stolen dance,1.0,3.0,0.0,0.0
104548,dear society,5.0,2.0,0.0,0.0
104622,chop suey!,4.0,1.0,0.0,1.0
104628,running,1.0,5.0,0.0,0.0
104745,just friends,4.0,1.0,0.0,0.0
104970,collide,3.0,1.0,0.0,0.0
105170,dream,2.0,6.0,0.0,0.0
105600,vvs,1.0,3.0,1.0,0.0
105855,paradise city,4.0,5.0,0.0,0.0
105882,almost home,4.0,2.0,0.0,1.0
106249,take my hand,2.0,2.0,0.0,0.0
106283,hall of fame,2.0,7.0,0.0,0.0
106585,aint gonna die tonight,8.0,7.0,0.0,0.0
106638,dye my hair,1.0,3.0,1.0,0.0
106924,beautiful mess,1.0,1.0,0.0,1.0
107056,gonna love ya,1.0,4.0,0.0,0.0
107279,fortress,3.0,1.0,0.0,0.0
107557,till youre loved,1.0,1.0,0.0,1.0
108148,started from the bottom,3.0,3.0,0.0,0.0
108371,push,1.0,2.0,0.0,0.0
108413,the sound of silence,1.0,2.0,0.0,0.0
108444,spirits,3.0,3.0,0.0,0.0
108610,carry you home,2.0,3.0,0.0,1.0
108615,running on my mind,3.0,0.0,0.0,0.0
109125,willy wonka,3.0,1.0,0.0,0.0
109279,this ones for you,1.0,0.0,0.0,0.0
109297,nothing to regret,6.0,1.0,0.0,0.0
109614,blackout,2.0,1.0,0.0,0.0
109801,another life,1.0,1.0,0.0,1.0
109837,take her place,3.0,5.0,0.0,0.0
110359,oh child,4.0,4.0,0.0,1.0
110512,true love,2.0,1.0,0.0,1.0
110638,wherever i go,1.0,3.0,0.0,0.0
111532,better days,1.0,4.0,0.0,0.0
111677,come first,1.0,2.0,0.0,0.0
111799,im alive,0.0,6.0,0.0,0.0
111913,2 heads,0.0,2.0,0.0,0.0
112032,quit you,2.0,3.0,0.0,1.0
112159,halfway there,2.0,2.0,0.0,0.0
112510,new divide,5.0,4.0,0.0,0.0
112711,good girls,1.0,2.0,0.0,0.0
112732,where the love goes,2.0,0.0,0.0,1.0
112884,too soon,2.0,1.0,0.0,0.0
113075,the system only dreams in total darkness,2.0,3.0,0.0,0.0
113091,new sensation,2.0,3.0,0.0,0.0
113098,cellar door,3.0,3.0,0.0,0.0
113099,booster seat,3.0,2.0,0.0,0.0
113101,everybody rise,0.0,0.0,0.0,0.0
113104,holdin on,1.0,2.0,0.0,0.0
113106,so sick,2.0,0.0,0.0,1.0
113112,jimmy,5.0,4.0,0.0,0.0
113116,younger,1.0,6.0,0.0,0.0
113118,dopamine,0.0,4.0,0.0,0.0
113121,amber,0.0,2.0,0.0,0.0
113122,talia,3.0,3.0,0.0,1.0
113124,ocean drive,2.0,1.0,0.0,0.0
113133,jewel,5.0,4.0,0.0,0.0
113136,soaked,0.0,2.0,0.0,0.0
113140,me and your mama,0.0,2.0,0.0,0.0
113141,crashing into you,2.0,2.0,0.0,0.0
113143,good for you,3.0,4.0,0.0,0.0
113149,dazed & confused,3.0,1.0,0.0,0.0
113164,i cant have nice things,3.0,3.0,0.0,0.0
113166,red light green light,1.0,2.0,0.0,0.0
113167,firebird,0.0,3.0,0.0,0.0
113168,need you,2.0,0.0,0.0,0.0
113180,clumsy love,5.0,2.0,0.0,0.0
113181,catch 22,6.0,2.0,0.0,0.0
113183,pussy is god,0.0,4.0,0.0,0.0
113185,your time,1.0,3.0,0.0,0.0
113187,get the party started,0.0,0.0,1.0,0.0
113189,drink too much,0.0,0.0,0.0,0.0
113190,nowhere to go,7.0,4.0,0.0,0.0
113195,you were right,0.0,1.0,0.0,1.0
113200,before too long,0.0,3.0,0.0,0.0
113201,laying low,2.0,0.0,0.0,0.0
113202,i wish everyday could be like christmas,3.0,9.0,0.0,0.0
113204,happy sad,1.0,3.0,0.0,0.0
113205,bloodstone,0.0,3.0,0.0,0.0
113209,on our own,2.0,1.0,0.0,0.0
113210,to her door,1.0,5.0,0.0,0.0
113216,with you this christmas,2.0,3.0,0.0,0.0
113223,sleeping through the flood,2.0,1.0,0.0,0.0
113229,cellophane rainbow,1.0,1.0,0.0,1.0
113230,stay awake,3.0,3.0,0.0,0.0
113232,one of these days,0.0,0.0,0.0,0.0
113234,show you,0.0,3.0,0.0,0.0
113237,ladz in the hood,4.0,5.0,0.0,0.0
113243,let me down easy,3.0,1.0,0.0,0.0
113251,dont tell me,3.0,3.0,0.0,0.0
113252,freaks,4.0,5.0,1.0,0.0
113257,say yes to life,5.0,6.0,0.0,0.0
113258,addicted to the sunshine,4.0,5.0,0.0,0.0
113263,catching feelings,1.0,5.0,0.0,0.0
113265,im good,0.0,3.0,0.0,0.0
113267,suga suga,5.0,8.0,1.0,0.0
113268,where we start,3.0,2.0,0.0,0.0
113269,the kids are coming,1.0,2.0,0.0,0.0
113273,mystik,0.0,2.0,0.0,0.0
113277,you get my love,3.0,4.0,0.0,1.0
113287,closing time,13.0,14.0,0.0,0.0
113290,you say when,2.0,5.0,0.0,0.0
113291,feel the way i do,0.0,0.0,0.0,0.0
113292,be about you,1.0,0.0,0.0,0.0
113293,purple hat,0.0,0.0,0.0,0.0
113298,sleep alone,1.0,2.0,0.0,0.0
113303,rumour has it,2.0,1.0,0.0,1.0
113306,something to tell you,0.0,0.0,0.0,0.0
113312,golden age,1.0,0.0,0.0,0.0
113318,slice of heaven,2.0,4.0,0.0,0.0
113338,no guidance remix,2.0,1.0,0.0,0.0
113342,dont trust myself,2.0,0.0,0.0,0.0
113344,my city,8.0,3.0,0.0,0.0
113346,better in blak,1.0,2.0,0.0,0.0
113347,bleed for you,1.0,3.0,0.0,0.0
113348,company,2.0,7.0,1.0,0.0
113363,bodies,1.0,0.0,0.0,0.0
113364,the evil has landed,1.0,2.0,0.0,0.0
113367,standing with you,2.0,0.0,0.0,0.0
113368,dont turn around,4.0,2.0,0.0,1.0
113373,all ive got,3.0,1.0,0.0,1.0
113374,think of me,0.0,0.0,0.0,0.0
113378,moments,1.0,4.0,0.0,0.0
113386,young and beautiful,2.0,4.0,0.0,1.0
113392,astronaut - something about your love,1.0,3.0,0.0,0.0
113393,viceroy,1.0,1.0,0.0,0.0
113395,leave me lonely,3.0,2.0,0.0,1.0
113399,cry in shame,4.0,1.0,0.0,1.0
113401,u cant touch this,2.0,4.0,0.0,0.0
113403,scar tissue,4.0,5.0,0.0,0.0
113413,most people i know,3.0,1.0,0.0,0.0
113414,low blow,1.0,3.0,0.0,0.0
113426,dont speak,2.0,1.0,0.0,0.0
113427,wild hearts cant be broken,5.0,2.0,0.0,0.0
113430,love is hard,4.0,0.0,0.0,0.0
113435,cmon,4.0,3.0,0.0,0.0
113436,streets of your town,1.0,3.0,0.0,0.0
113437,like gold,2.0,2.0,0.0,0.0
113445,pink + white,1.0,4.0,0.0,1.0
113448,healing hands,1.0,2.0,0.0,0.0
113450,signals,0.0,1.0,0.0,0.0
113455,heavy hearted,1.0,2.0,0.0,0.0
113456,83 days,0.0,2.0,0.0,0.0
113468,say nothing,3.0,4.0,0.0,0.0
113474,dumb things,1.0,3.0,0.0,0.0
113479,the nips are getting bigger,1.0,2.0,0.0,0.0
113481,throw your arms around me,0.0,0.0,0.0,0.0
113505,mended,4.0,5.0,0.0,1.0
113506,drift away,3.0,0.0,0.0,0.0
113508,solid gold,1.0,3.0,0.0,0.0
113510,not done yet,2.0,2.0,0.0,1.0
113513,all this time,1.0,1.0,0.0,1.0
113515,friend like you,2.0,3.0,0.0,0.0
113517,one word,1.0,2.0,0.0,0.0
113520,rum rage,2.0,1.0,0.0,1.0
113528,late nights,4.0,3.0,0.0,0.0
113534,come on mess me up,2.0,2.0,0.0,1.0
113546,clark griswold,4.0,7.0,0.0,0.0
113547,next to you  - no way back remix,0.0,3.0,0.0,0.0
113563,cigarettes,5.0,2.0,0.0,0.0
